saavik_left_sad_sunglasses,saavik,left,sad,sunglasses
danieln_left_sad_sunglasses,danieln,left,sad,sunglasses
kawamura_up_angry_sunglasses,kawamura,up,angry,sunglasses
night_left_neutral_open,night,left,neutral,open
mitchell_straight_neutral_sunglasses,mitchell,straight,neutral,sunglasses
steffi_up_sad_open,steffi,up,sad,open
choon_left_sad_open,choon,left,sad,open
steffi_straight_angry_open,steffi,straight,angry,open
danieln_left_happy_sunglasses,danieln,left,happy,sunglasses
bpm_straight_neutral_open,bpm,straight,neutral,open
at33_left_angry_sunglasses,at33,left,angry,sunglasses
cheyer_straight_happy_sunglasses,cheyer,straight,happy,sunglasses
choon_straight_angry_sunglasses,choon,straight,angry,sunglasses
kk49_left_neutral_open,kk49,left,neutral,open
night_straight_angry_sunglasses,night,straight,angry,sunglasses
at33_up_neutral_open,at33,up,neutral,open
saavik_straight_happy_sunglasses,saavik,straight,happy,sunglasses
at33_left_neutral_open,at33,left,neutral,open
an2i_up_happy_open,an2i,up,happy,open
kawamura_up_sad_sunglasses,kawamura,up,sad,sunglasses
boland_right_happy_sunglasses,boland,right,happy,sunglasses
saavik_right_angry_sunglasses,saavik,right,angry,sunglasses
mitchell_left_happy_open,mitchell,left,happy,open
megak_straight_angry_open,megak,straight,angry,open
at33_up_neutral_sunglasses,at33,up,neutral,sunglasses
choon_straight_angry_open,choon,straight,angry,open
kawamura_right_angry_sunglasses,kawamura,right,angry,sunglasses
ch4f_straight_happy_open,ch4f,straight,happy,open
karyadi_straight_sad_sunglasses,karyadi,straight,sad,sunglasses
megak_up_angry_sunglasses,megak,up,angry,sunglasses
sz24_up_sad_sunglasses,sz24,up,sad,sunglasses
an2i_right_neutral_open,an2i,right,neutral,open
kk49_up_angry_sunglasses,kk49,up,angry,sunglasses
steffi_straight_happy_open,steffi,straight,happy,open
megak_up_happy_open,megak,up,happy,open
at33_left_angry_open,at33,left,angry,open
saavik_left_neutral_sunglasses,saavik,left,neutral,sunglasses
cheyer_right_sad_open,cheyer,right,sad,open
choon_right_happy_sunglasses,choon,right,happy,sunglasses
phoebe_straight_happy_sunglasses,phoebe,straight,happy,sunglasses
tammo_up_sad_open,tammo,up,sad,open
saavik_right_sad_sunglasses,saavik,right,sad,sunglasses
glickman_left_neutral_open,glickman,left,neutral,open
boland_up_neutral_open,boland,up,neutral,open
boland_straight_neutral_open,boland,straight,neutral,open
steffi_up_sad_sunglasses,steffi,up,sad,sunglasses
at33_right_sad_open,at33,right,sad,open
bpm_up_neutral_sunglasses,bpm,up,neutral,sunglasses
tammo_up_neutral_sunglasses,tammo,up,neutral,sunglasses
danieln_straight_neutral_open,danieln,straight,neutral,open
danieln_up_sad_open,danieln,up,sad,open
sz24_left_sad_open,sz24,left,sad,open
glickman_up_neutral_open,glickman,up,neutral,open
saavik_straight_happy_open,saavik,straight,happy,open
danieln_left_sad_open,danieln,left,sad,open
an2i_straight_neutral_open,an2i,straight,neutral,open
boland_left_neutral_open,boland,left,neutral,open
an2i_left_sad_sunglasses,an2i,left,sad,sunglasses
ch4f_up_neutral_sunglasses,ch4f,up,neutral,sunglasses
karyadi_up_neutral_open,karyadi,up,neutral,open
tammo_up_neutral_open,tammo,up,neutral,open
tammo_straight_happy_sunglasses,tammo,straight,happy,sunglasses
an2i_left_happy_open,an2i,left,happy,open
boland_left_neutral_sunglasses,boland,left,neutral,sunglasses
karyadi_straight_neutral_open,karyadi,straight,neutral,open
danieln_straight_happy_open,danieln,straight,happy,open
at33_up_sad_sunglasses,at33,up,sad,sunglasses
sz24_left_angry_sunglasses,sz24,left,angry,sunglasses
an2i_right_happy_sunglasses,an2i,right,happy,sunglasses
saavik_up_happy_open,saavik,up,happy,open
saavik_up_neutral_sunglasses,saavik,up,neutral,sunglasses
ch4f_right_neutral_open,ch4f,right,neutral,open
boland_right_happy_open,boland,right,happy,open
kawamura_left_happy_open,kawamura,left,happy,open
kawamura_straight_neutral_open,kawamura,straight,neutral,open
danieln_right_neutral_open,danieln,right,neutral,open
danieln_right_happy_open,danieln,right,happy,open
kawamura_straight_neutral_sunglasses,kawamura,straight,neutral,sunglasses
bpm_up_sad_sunglasses,bpm,up,sad,sunglasses
mitchell_straight_neutral_open,mitchell,straight,neutral,open
an2i_right_neutral_sunglasses,an2i,right,neutral,sunglasses
an2i_right_angry_open,an2i,right,angry,open
at33_straight_happy_sunglasses,at33,straight,happy,sunglasses
kk49_straight_happy_sunglasses,kk49,straight,happy,sunglasses
mitchell_up_neutral_open,mitchell,up,neutral,open
karyadi_right_happy_open,karyadi,right,happy,open
danieln_right_sad_open,danieln,right,sad,open
an2i_up_happy_sunglasses,an2i,up,happy,sunglasses
sz24_right_neutral_open,sz24,right,neutral,open
tammo_right_sad_sunglasses,tammo,right,sad,sunglasses
choon_left_neutral_sunglasses,choon,left,neutral,sunglasses
steffi_up_angry_sunglasses,steffi,up,angry,sunglasses
megak_left_angry_open,megak,left,angry,open
an2i_left_angry_sunglasses,an2i,left,angry,sunglasses
night_straight_happy_open,night,straight,happy,open
glickman_up_sad_sunglasses,glickman,up,sad,sunglasses
sz24_up_sad_open,sz24,up,sad,open
karyadi_left_sad_sunglasses,karyadi,left,sad,sunglasses
danieln_up_angry_open,danieln,up,angry,open
boland_straight_happy_open,boland,straight,happy,open
sz24_right_angry_sunglasses,sz24,right,angry,sunglasses
sz24_up_happy_sunglasses,sz24,up,happy,sunglasses
saavik_straight_neutral_sunglasses,saavik,straight,neutral,sunglasses
an2i_left_sad_open,an2i,left,sad,open
megak_right_angry_open,megak,right,angry,open
karyadi_up_neutral_sunglasses,karyadi,up,neutral,sunglasses
danieln_straight_angry_open,danieln,straight,angry,open
saavik_right_happy_sunglasses,saavik,right,happy,sunglasses
tammo_up_happy_open,tammo,up,happy,open
kawamura_right_angry_open,kawamura,right,angry,open
bpm_left_happy_sunglasses,bpm,left,happy,sunglasses
boland_up_happy_open,boland,up,happy,open
an2i_up_sad_open,an2i,up,sad,open
an2i_right_happy_sunglasses,an2i,right,happy,sunglasses
night_left_happy_sunglasses,night,left,happy,sunglasses
an2i_straight_happy_open,an2i,straight,happy,open
cheyer_straight_neutral_open,cheyer,straight,neutral,open
night_up_happy_open,night,up,happy,open
an2i_right_happy_open,an2i,right,happy,open
choon_up_angry_sunglasses,choon,up,angry,sunglasses
steffi_straight_neutral_sunglasses,steffi,straight,neutral,sunglasses
ch4f_up_sad_open,ch4f,up,sad,open
night_straight_angry_open,night,straight,angry,open
boland_right_happy_sunglasses,boland,right,happy,sunglasses
boland_left_sad_sunglasses,boland,left,sad,sunglasses
at33_up_happy_sunglasses,at33,up,happy,sunglasses
cheyer_straight_neutral_sunglasses,cheyer,straight,neutral,sunglasses
sz24_right_happy_open,sz24,right,happy,open
glickman_straight_neutral_sunglasses,glickman,straight,neutral,sunglasses
karyadi_right_sad_open,karyadi,right,sad,open
megak_up_neutral_sunglasses,megak,up,neutral,sunglasses
boland_straight_neutral_sunglasses,boland,straight,neutral,sunglasses
ch4f_left_neutral_sunglasses,ch4f,left,neutral,sunglasses
mitchell_up_sad_open,mitchell,up,sad,open
steffi_straight_sad_sunglasses,steffi,straight,sad,sunglasses
sz24_right_angry_open,sz24,right,angry,open
boland_up_angry_sunglasses,boland,up,angry,sunglasses
karyadi_right_neutral_sunglasses,karyadi,right,neutral,sunglasses
bpm_up_happy_open,bpm,up,happy,open
at33_left_happy_sunglasses,at33,left,happy,sunglasses
mitchell_left_sad_sunglasses,mitchell,left,sad,sunglasses
glickman_left_angry_open,glickman,left,angry,open
ch4f_up_neutral_open,ch4f,up,neutral,open
choon_up_sad_sunglasses,choon,up,sad,sunglasses
ch4f_right_angry_open,ch4f,right,angry,open
at33_left_neutral_sunglasses,at33,left,neutral,sunglasses
bpm_left_neutral_open,bpm,left,neutral,open
ch4f_right_sad_sunglasses,ch4f,right,sad,sunglasses
an2i_up_neutral_open,an2i,up,neutral,open
boland_right_angry_open,boland,right,angry,open
mitchell_left_angry_sunglasses,mitchell,left,angry,sunglasses
karyadi_left_happy_open,karyadi,left,happy,open
boland_right_neutral_sunglasses,boland,right,neutral,sunglasses
bpm_right_angry_sunglasses,bpm,right,angry,sunglasses
at33_up_angry_sunglasses,at33,up,angry,sunglasses
at33_up_happy_open,at33,up,happy,open
glickman_right_angry_sunglasses,glickman,right,angry,sunglasses
danieln_up_neutral_sunglasses,danieln,up,neutral,sunglasses
at33_right_happy_sunglasses,at33,right,happy,sunglasses
boland_up_angry_open,boland,up,angry,open
sz24_left_sad_sunglasses,sz24,left,sad,sunglasses
an2i_straight_sad_open,an2i,straight,sad,open
night_right_neutral_sunglasses,night,right,neutral,sunglasses
megak_left_sad_open,megak,left,sad,open
an2i_up_neutral_sunglasses,an2i,up,neutral,sunglasses
